html_url,title,body,keyword,label,sentiment
https://github.com/coreos/tectonic-installer/issues/2034,tectonic-channel-operator should use bucket-specific s3 FQDNs,"retrieve URLs like https://s3-us-west-1.amazonaws.com/tectonic-update- payload prod/1.6.7-tectonic.2.json E1003 19:59:01.225596.
",pay,other-false_positive,
https://github.com/coreos/tectonic-installer/issues/1932,Terraform Modules,"identity, prometheus, heapster, and other features. If only we could disable the pay for features precisely, that or I can install with a fake tectonic.
",pay,cost-awareness-billing_mode,Negative
https://github.com/coreos/tectonic-installer/issues/384,apiservers should set --advertise-address to the loadbalancer that fronts all api-servers,"cut down constant updates of iptables rules, but obviously comes with the cost that the internal API server service endpoint is not HA-aware. I.
",cost,other-performance-unknown,
https://github.com/coreos/tectonic-installer/issues/1380,Instructions to scale Tectonics workers needs propper documentation,"config.yaml │ │ │ ├── tectonic-rkt.sh │ │ │ ├── tectonic.service │ │ │ └── tectonic.sh │ │ └── variables.tf │ ├── update- payload assets.tf │ │ ├── config.tf -> ../../config.tf │ │ ├── make-update-payload.sh │ │ ├── payload.json │ │ ├──.
",pay,other-false_positive,
https://github.com/coreos/tectonic-installer/issues/961,Allow `make plan|apply` without building installer for vanilla k8s,"anyway. This is especially a problem since building the frontend isn't cheap and has a few external dependencies (like yarn). It would be nice.
",cheap,other-performance-unknown,
https://github.com/coreos/tectonic-installer/issues/1384,Add Spotinst integration for worker nodes as alternative to ASG [AWS],"s Spot Instance market](https://aws.amazon.com/ec2/spot/) to create cost effective EC2 instances. Spotinst works by creating an elasticgroup and scaling through.
",cost,cost-saving-instance,Positive
https://github.com/cn-terraform/terraform-aws-ecs-fargate/issues/29,Dependency Dashboard,"actions/checkout v3` - `actions/checkout v3` - `actions/checkout v3` - `actions/checkout v3` - ` infracost infracost-gh-action master` </details> </blockquote> </details> <details><summary>terraform</summary> <blockquote> <.
",cost,other-false_positive,
https://github.com/ministryofjustice/modernisation-platform/issues/198,Check billing for regional services configured as part of baselines,"Check billing for regional services configured as part of baselines As we've deprecated.
",bill,cost-awareness-billing_mode,Positive
https://github.com/ministryofjustice/modernisation-platform/issues/83,Configure AWS Budgets,"Budgets We should configure AWS Budgets to allow us to track the cost usage, coverage and utilisation of AWS services across all accounts within the.
",cost,other-addition-cost_calculator,
https://github.com/ministryofjustice/modernisation-platform/issues/721,Add S3 mount for Performance Hub,"or one can be created specifically for managing access. This adds extra cost and complication, so we are going back to S3. We need to.
",cost,"cost-saving-provider, cost-awareness-provider",Negative
https://github.com/ministryofjustice/modernisation-platform/issues/889,create a local sandbox transit gateway,"the default route on Mod Plaformform is used for NAT gateway - Increased cost of Transit Gateway connections - Increased cost of Transit Gateway traffic - This solution.
",cost,cost-increase-networking-NAT,Negative
https://github.com/ministryofjustice/modernisation-platform/issues/1089,Use S3 module in bastion to prevent older versions from never being deleted,"We also have S3 lifecycle management configured to gradually transition logs to cheaper storage. Therefore, logs remain in S3 for 30 days before moving to.
",cheap,"cost-saving-storage, cost-awareness-storage",Positive
https://github.com/ministryofjustice/modernisation-platform/issues/314,Investigate a resource removal tool for sandbox accounts,"core and member sandbox accounts (if applicable). This will help us reduce cost of resources not managed via Terraform. Duplicate of https://github.com/ministryofjustice/.
",cost,cost-awareness-feature,Positive
https://github.com/ministryofjustice/modernisation-platform/issues/1156,Delete the justice-on-the-web-sandbox account,"can be deleted. ## Value Clean up our unused AWS accounts and reduce costs Questions / Assumptions <!-- Additional information to explain approach taken --> ## Definition of done <!-- Checklist.
",cost,cost-saving-feature,Positive
https://github.com/ministryofjustice/modernisation-platform/issues/130,Investigate a centralised billing dashboard,"Investigate a centralised billing dashboard We should look at replicating something similar to Cloud Platform's [.
date-are-we.apps.live-1.cloud-platform.service.justice.gov.uk/ costs_by_namespace but for costs per application..
",bill,other-addition-billing,
https://github.com/ministryofjustice/modernisation-platform/issues/1463,ITHC Consider/Implement AWS DNSSEC,"value of implementing DNSSEC for them. Implementing DNSSEC may come with additional costs in technical time, but will improve the security of services we offer,.
",cost,"cost-awareness-provider, cost-increase-provider",Negative
https://github.com/ministryofjustice/modernisation-platform/issues/1203,Spike - could we do a bastion per VPC?,"Number of business units - 8 Number of bastions - 32 max ## Value Reduce costs Reduced energy consumption No need for application teams add the bastion module.
",cost,"cost-saving-instance, cost-saving-networking-VPN",Positive
https://github.com/ministryofjustice/modernisation-platform/issues/1091,Research and PoC - Turn off instances in an environment overnight,"aws.amazon.com/blogs/mt/systems-manager-automation-documents-manage-instances-cut- costs off-hours/ ## Definition of done <!-- Checklist for definition of done and acceptance.
",cost,"cost-saving-instance, cost-saving-feature",Neutral
https://github.com/ministryofjustice/modernisation-platform/issues/1601,Spike: Investigate use of AWS Shield advanced,"Monitoring | Standard Cloudwatch metrics | DDoS specific metrics Cost protection | No | Don't pay for usage from a DDos attack ## How to implement Subscribe once and.
need to request it within 15 days of the end of the billing month in which the attack occurred. ## Quotas https://docs.aws.amazon.com/.
other teams to see if they are interested - [ ] present findings to team - [ ] cost analysis - [ ] another team member has reviewed ## Reference [How to write good user.
",pay,"cost-awareness-networking, cost-awareness-feature",Neutral
https://github.com/ministryofjustice/modernisation-platform/issues/1313,Check out the Thoughtworks cloud carbon footprint calculator,"on this now without any additional infrastructure - https://aws.amazon.com/aws- cost management/aws-customer-carbon-footprint-tool/.
",cost,other-false_positive,
https://github.com/ministryofjustice/modernisation-platform/issues/1645,Step2: invoke AWS Nuke,"com/rebuy-de/aws-nuke - https://www.sumologic.com/blog/reduce-aws- bill nuke/ ## User Type(s) <!-- Does this impact specific user types? Can it.
",bill,other-false_positive,
https://github.com/ministryofjustice/modernisation-platform/issues/1484,Guidelines for providing Instance Scheduler to Modernisation Platform customers,"Scheduler So that we offer a consistent experience to customers that balances cost efficiency with user needs. ## Value This story should cover the discussion of.
",cost,cost-awareness-unknown,Positive
https://github.com/vmware-archive/terraforming-aws/issues/77,Consider switching to using NAT gateways rather than NAT instances,"have to come from a trusted authority which would have an additional cost associated to it. The ALB leverages renegotation to only provide a certificate.
",cost,other-false_positive,
https://github.com/binbashar/terraform-aws-cost-billing-alarm/issues/5,Upgrade to terraform-docs > v0.9.x,"0.12.x` Addressed at https://github.com/binbashar/terraform-aws-cost- billing alarm/pull/.
tf `0.12.x` Addressed at https://github.com/binbashar/terraform-aws- cost billing-alarm/pull/.
",bill,other-false_positive,
https://github.com/binbashar/terraform-aws-cost-billing-alarm/issues/4,Terraform 0.12 Support,"12.x compatible -> WIP) eg: https://registry.terraform.io/modules/binbashar/cost- billing alarm/aws/1.0.0 Addressed at https://github.com/binbashar/terraform-.
0.12.x compatible -> WIP) eg: https://registry.terraform.io/modules/binbashar/ cost billing-alarm/aws/1.0.0 Addressed at https://github.com/binbashar/.
",bill,other-false_positive,
https://github.com/zoitech/terraform-aws-saml/issues/7,Add two optional roles: billing and logging,"Add two optional roles: billing and logging.
",bill,other-addition-billing,
https://github.com/zoitech/terraform-aws-saml/issues/10,Make billing and logging role independent from one another,"Make billing and logging role independent from one another Currently its only possible to.
",bill,other-refactor-billing,
https://github.com/zoitech/terraform-aws-saml/issues/15,role variables got removed?,"rismoney , could you be more specific? Where is the mismatch? Thanks create_logging_role create_billing_role these 2 variables were somehow removed from variables.tf https://github.com/.
",bill,other-addition-billing,
https://github.com/clingen-data-model/architecture/issues/94,Review argo logging and adjust levels appropriately to save noise/cost,"Review argo logging and adjust levels appropriately to save noise/ cost closed via #96.
",cost,cost-saving-feature,Positive
https://github.com/clingen-data-model/architecture/issues/95,Review recent costs in clingen GCP projects,"preemptible](https://cloud.google.com/compute/docs/instances/preemptible ) instances for dramatically cheaper but we'd need to make our app gracefully handle instance terminations/.
Review recent costs in clingen GCP projects @user Looking like the huge majority of our.
",cheap,cost-saving-instance,Positive
https://github.com/clingen-data-model/architecture/issues/91,define roles that we currently need to facilitate current responsibilities,"three or four base categories here: * Owner -- anyone that needs access to billing and the ability to create IAM policies/roles/etc will need this..
",bill,other-false_positive,
https://github.com/clingen-data-model/architecture/issues/137,Investigate skaffold for facilitating local development workflows,"pull request automation, and for getting ad-hoc environments deployed to kubernetes efficiently .
",efficient,other-false_positive,
https://github.com/clingen-data-model/architecture/issues/112,Protecting graphql endpoints from abuse,"IPs, and limiting that over a time window. There's also a cost function -- more complex graphql queries incur a higher cost, the higher the.
",cost,cost-awareness-feature,Negative
https://github.com/clingen-data-model/architecture/issues/80,Increase monitoring and visibility of kafka/confluent,"and visibility of kafka/confluent I think it's desireable from a cost projection and performance perspective to spend some time figuring out how to.
",cost,cost-awareness-unknown,Neutral
https://github.com/digitalocean/Kubernetes-Starter-Kit-Developers/issues/71,Question on costs,"Question on costs Is there a ballpark on the costs to run this? If I left it running for a month what.
",cost,"cost-awareness-storage, cost-awareness-instance",Neutral
https://github.com/digitalocean/Kubernetes-Starter-Kit-Developers/issues/73,Create a cost dashboard in Grafana,"Create a cost dashboard in.
",cost,other-false_positive,
https://github.com/DoSomething/infrastructure/issues/60,Simplify how we configure New Relic agent in Heroku.,"account so they hopefully won't count as new hosts in our billing cc: @user We're almost definitely switching to their compute-based model,.
",bill,other-false_positive,
https://github.com/DoSomething/infrastructure/issues/129,"Experiment: Serverless GraphQL, with Terraform & CircleCI","techologies – Lambda and DynamoDB – to scale up and down transparently and only pay for what we use. I also wanted to take the opportunity to.
",pay,cost-saving-billing_mode,Positive
https://github.com/DoSomething/infrastructure/issues/29,Convert HAProxy instance to a Fastly property w/ Fastly Anycast.,"up the Comodo one for 1 year, I think it's a cheap extension till we can migrate them in February. It’s a bit.
",cheap,other-false_positive,
https://github.com/DoSomething/infrastructure/issues/139,Standardize how we use continuous integration in projects.,"uses Wercker?) - Ideally, we could use a free/open-source (or low- cost plan. ### Options We currently use [Wercker][1] and [Jenkins][2]. I think.
",cost,cost-awareness-instance,Positive
https://github.com/hashicorp/terraform-azurerm-terraform-enterprise/issues/71,Option for private deployment,"or HAProxy to act as a reverse proxy but that adds additional cost and complexity. Reference: https://docs.microsoft.com/en-us/azure/load-balancer/.
",cost,cost-increase-unknown,Negative
https://github.com/kbst/terraform-kubestack/issues/219,AKS: disable log analytics,"lot so using log analytics (even though we don't want to) costs us a lot of money, which essentially means we cannot rely on.
",cost,cost-saving-feature,Negative
https://github.com/cn-terraform/terraform-aws-ci-cd-system/issues/6,Dependency Dashboard,"actions/checkout v3` - `actions/checkout v3` - `actions/checkout v3` - `actions/checkout v3` - ` infracost infracost-gh-action master` </details> </blockquote> </details> <details><summary>terraform</summary> <blockquote> <.
",cost,other-false_positive,
https://github.com/lerna-stack/lerna-terraform/issues/10,Example doesn't work with RHEL7,"application ( [docker/mock-server/Dockerfile](https://github.com/lerna-stack/lerna-sample- payment app/blob/main/docker/mock-server/Dockerfile#L3-L7) ) RHEL is not.
",pay,other-false_positive,
https://github.com/Geeks-Academy/terraform/issues/196,Cost reporting in Azure,"Cost reporting in Azure Reporting costs from Azure to # aws_costs channel name will change to #costs in future) Added, described implementation, and.
",cost,cost-awareness-alert,Neutral
https://github.com/Geeks-Academy/terraform/issues/193,Set up cost allocation tags,"Set up cost allocation tags Specify tags that will help us identify future spendings * Set.
",cost,other-addition-tags,
https://github.com/Geeks-Academy/terraform/issues/225,Create bastion ASG,"will not be able to log in to server (no VPN connection - expensive service). Thus, we will create a ASG for creating EC2 instances on.
",expens,cost-awareness-networking-VPN,Negative
https://github.com/Geeks-Academy/terraform/issues/199,Create a generic email account,"need email account connected to domain (geeks.academy) to use it for payment plans, social applications, AWS, DB cloud, firebase, Azure etc @user Any progress.
",pay,other-false_positive,
https://github.com/ministryofjustice/cloud-platform-infrastructure/issues/499,Resize cluster worker nodes,"instead of r5.2xlarge, thereby saving $5,000/month in unnecessary hosting costs This has been done..
",cost,cost-saving-instance,Positive
https://github.com/cisagov/cyhy_amis/issues/48,Create NVD updater,"NVD updater needs to be run once a day. Figure out an efficient way to do this. It also needs to be run at system.
",efficient,other-false_positive,
https://github.com/cisagov/cyhy_amis/issues/144,Amazon Resource Names (ARN) and resource identifiers (ID) migration,"to introduce new functionality such as tagging of Amazon ECS resources and cost allocation. Opt-in to the new ARN and ID format to avoid.
",cost,other-false_positive,
https://github.com/cisagov/cyhy_amis/issues/308,The rules.ncats.cyber.dhs.gov site should return an HSTS header,"we never need to worry about updating the page manually. This will pay more and more dividends as Con-PCA comes online, we revamp CyHy.
",pay,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/28,"`googleapi: Error 400: Precondition check failed., failedPrecondition` on project creation (setting billing info).","googleapi: Error 400: Precondition check failed., failedPrecondition` on project creation (setting billing info). When using project factory to create the projects (during today's.
",bill,other-bug_fix-billing,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/23,appengine.googleapis.com not needed,"factory"" random_project_id = ""true"" name = ""${var.team_project_name}"" folder_id = ""${var.team_folder_id}"" org_id = ""${var.organization_id}"" billing_account var.billing_account}"" credentials_path = ""${local.credentials_file_path}"" } Enabling the API `appengine.googleapis.com` is.
",bill,other-addition-vars,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/18,Fails without shared VPC being specified,"modules/project-factory"" random_project_id = ""true"" name = ""host-project-01"" org_id = ""${var.organization_id}"" billing_account var.billing_account}"" activate_apis = [""compute.googleapis.com""] credentials_path = ""${local.credentials_file_path}"" } module ""service_project01"" { source = ""/.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/27,Terraform state deadlock with a limited host project,"misconfigured environment, it will create a new project, attempt to associate a billing account with that project, and fail since `cloudbilling.googleapis.com` is disabled..
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/136,broken link in readme for test_preconditions.py,"before running the project factory: ./scripts/preconditions/preconditions.py \ --credentials_path ""./credentials.json"" \ -- billing_account 000000-000000-000000 \ --org_id 000000000000 \ --folder_id 000000000000 \ --shared_vpc 'shared-vpc-host-ed64'.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/196,disable_dependent_services,"factory.google_project_service.project_services: : invalid or unknown key: disable_dependent_services** **cft.tfvars** organization_id = ""12345678790"" billing_account AAAAA-BBBBB-CCCCC"" credentials_path = ""demo_credentials_20190430131031.json"" **terraform.tfvars** host_project_name = ""shared-vpc-host-.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/193,API Page size too small,"project"", ""name"": ""projects/project-abc123"", ""satisfied"": [ ""cloudresourcemanager.googleapis.com"", ""appengine.googleapis.com"", "" cloudbilling googleapis.com"", ""admin.googleapis.com"" ], ""unsatisfied"": [ ""iam.googleapis.com"" ] }, Second suggestion would.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/229,Error when shared_vpc is not empty but shared_vpc_subnets is,"terraform-google-modules/project-factory/google"" version = ""~> 2.4.0"" name = ""myProject"" billing_account var.billing_id}"" credentials_path = ""${var.credentials_path}"" folder_id = ""${var.folder_id}"" org_id = ""${var.org_id}"" random_project_id = "".
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/191,Document installation of preconditions.py requirements,"core_project_factory/scripts/preconditions/preconditions.py \ --credentials_path ""/Users/chlove/.config/gcloud/application_default_credentials.json"" \ -- billing_account my-account \ --org_id my-id Traceback (most recent call last): File ""modules/.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/192,Permissions required by setup-sa.sh not documented,"setup-sa.sh my-org my-project Verifying organization... Verifying project... Skipping billing account verification... (parameter not passed) Creating Seed Service Account... Created service account [.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/238,Project factory assumes credentials.json,"host-project-repo/.terraform/modules/02e55eefdd476a220d5e915a4816eee1/scripts/preconditions.sh \\\n --credentials_path '' \\\n -- billing_account REDACTED>' \\\n --org_id '<REDACTED>' \\\n --folder_id '<REDACTED>' \\\n --shared_vpc ''\n""] module.host-.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/195,Can't specify folder_id.,"source = ""terraform-google-modules/project-factory/google"" random_project_id = true name = ""${local.host_project_name}"" billing_account var.billing_account}"" auto_create_network = false group_name = ""${var.sysadmingroup}"" labels = ""${var.labels}"" folder_id = ""${var..
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/47,Fails with shared VPC being specified using a reference,"modules/project-factory"" random_project_id = ""true"" name = ""host-project-01"" org_id = ""${var.organization_id}"" billing_account var.billing_account}"" activate_apis = [""compute.googleapis.com""] credentials_path = ""${local.credentials_file_path}"" } module ""service_project01"" { source = ""/.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/228,precondition check fails w/o project,"in organization. Please take a look: bash-4.4# env|grep TF_VAR TF_VAR_billing_account 01E8A0-35F760-5CF02A TF_VAR_random_string_for_testing=ces78 TF_VAR_group_name=pf-ci-test-fixture TF_VAR_org_id=826592752744.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/254,Precondition is not working on windows machine,"preconditions.sh \ --credentials_path 'C:/Users/xxx/Documents/xx/TestingTerraform/create_projects_with_peering/account.json' \ -- billing_account xx' \ --org_id 'xx' \ --folder_id 'folders/xx' \ --shared_vpc '' ': exit status 1. Output: '.terraform'.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/248,nil values on destroy result in errors reported,"folder_id = ""${var.google[""folder""]}"" name = ""${var.project}"" random_project_id = ""false"" project_id = ""${var.project}"" billing_account var.google[""billing""]}"" credentials_path = ""${local_file.credentials.filename}"" default_service_account = ""${var.google[""service""]}"" activate_apis = ""${.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/247,Permission denied when using preconditions script,"modules-terraform-google-project-factory-2d181ab/modules/core_project_factory/scripts/preconditions.sh \ --credentials_path '' \ -- billing_account 018E0A-48857B-79EB94' \ --org_id '816421441114' \ --folder_id 'folders/857733378053' \ --shared_vpc '' ': exit status 1..
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/283,Organization viewer is required,"google//modules/gsuite_enabled"" version = ""3.3.1"" folder_id = module.root-folder.id billing_account var.billing_account_id create_group = var.create_group group_name = var.group_name group_role = var.group_role project_id =.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/277,GKE - Missing edit permissions on account,"factory?ref=268a666"" project_id = ""foo-bar-123456"" name = local.project org_id = ""MYORGID"" billing_account SOME-BILLING-ACCOUNT"" apis_authority = true activate_apis = [ ""bigquery-json.googleapis.com"", ""bigquerystorage.googleapis..
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/316,setup-sa.sh: line 136: FOLDER_ID: unbound variable,"when trying to execute 'setup-sa' script. ``` Verifying organization... Verifying project... Verifying billing account... Skipping project folder verification... (parameter not passed) Creating Seed Service Account....
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/265,Error msg when running toolkit on Windows,"core_project_factory/scripts/preconditions.sh \\\r\n --credentials_path '' \\\r\n --impersonate_service_account '' \\\r\n -- billing_account xxxxx' \\\r\n --org_id 'xxxx' \\\r\n --folder_id 'folders/xxxx' \\\r\n --.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/328,Shared VPC host and service projects cannot be created by single terraform run,"name = ""svpc-host"" random_project_id = true org_id = var.org_id folder_id = google_folder.ci_gke_folder.id billing_account var.billing_account auto_create_network = false activate_apis = [ ""compute.googleapis.com"" ] } resource ""google_compute_shared_vpc_host_project"" ""gke_host_project"" { depends_on = [.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/138,Allow import of GCP projects,"required) > id: ""my-project-name"" => <computed> (forces new resource) > auto_create_network: ""true"" => ""false"" > billing_account XXXXX-XXXXX-XXXXX"" => ""XXXXX-XXXXX-XXXXX"" > folder_id: """" => <computed> > name: ""my-project-name"" => "".
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/344,Dependent services issue.,"project-factory/google"" version = ""6.0.0"" random_project_id = true name = local.host_project_name billing_account var.billing_account auto_create_network = true labels = merge( var.labels, { ""purpose"" = ""analytics"" }, ) org_id = var..
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/342,Precondition no longer works,"c"" ""python3 /workspace/test/fixtures/minimal/../../../modules/core_project_factory/scripts/preconditions/preconditions.py -- billing_account_attr 01D904-DAF6EC-F34EF7 --credentials_path_attr --folder_id_attr folders/435275639291 --impersonate_service_account_attr --org_id_attr 943740911108 --shared_vpc_attr ""] Step #.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/330,Budget management,"resource for [managing budgets](https://www.terraform.io/docs/providers/google/r/ billing_budget html). We should add support in Project Factory. # Budget Submodule We should.
",bill,other-addition-module,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/358,"terraform init gives ""Error: Failed to download module""","factory/google//modules/project_services"" version = ""4.0.0"" project_id = var.project activate_apis = [ "" cloudbilling googleapis.com"", ""cloudresourcemanager.googleapis.com"", ""dataflow.googleapis.com"" ] } ``` ```bash $ terraform init Initializing.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/362,Can't create project with Shared VPC in other project,"terraform_remote_state.core.outputs.organization[""id""] folder_id = data.terraform_remote_state.core.outputs.folder[""id""] billing_account data.terraform_remote_state.core.outputs.organization[""billing_account_id""] shared_vpc = data.terraform_remote_state.core.outputs.project_id.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/371,BUG > Cyclic dependencies in the gcloud_delete internal module,"modules/project-factory/google"" version = ""7.0"" name = ""test-project"" org_id = ""1234567890"" billing_account ABCDEF-ABCDEF-ABCDEF"" default_service_account = ""delete"" } ``` Terraform Version: ```v0.12.20``` Module Version: ```.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/386,Race condition with adding bindings to GKE robot on new project,"false"" name = format(""mattcary-race-%s"", random_id.suffix.hex) org_id = var.organization_id billing_account var.billing_account default_service_account = ""keep"" activate_apis = [""compute.googleapis.com"", ""container.googleapis.com""] } resource "".
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/384,Errors attempting to run gke_shared_vpc_subnets example,"thomasrodgers@thomasrodgers2:~/Code/terraform-google-project-factory/examples/gke_shared_vpc$ terraform apply var. billing_account billing account Enter a value: *Value Hidden* var.credentials_path Path to a.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/305,updating to latest version (project_services fix) CRASHES terraform,"module.folder-iam.google_folder_iam_member.folder_iam_additive[0]: Refreshing state... [id=folders/495253307219/roles/ billing projectManager/group:refarch-dev-svc-admin@ideasculptor.com] module.folder-iam.google_folder_iam_member..
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/398,Error applying a plan when upgrading 7.0.2 version to 7.1.0 version.,"project-factory/google"" version = ""7.1.0"" random_project_id = true name = local.host_project_name billing_account var.billing_account auto_create_network = true labels = merge( var.labels, { ""purpose"" = ""analytics"" }, ) org_id = var..
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/405,Using budgets.,"to use budgets? I am getting an error with the org level billingUser IAM role: ``` Error: Error creating Budget: googleapi: Error 403: The caller does.
",bill,other-bug_fix-billing,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/373,Null resources are an anti-pattern,"by the script currently, which is a check for access to the billing account being used. I have raised this issue with the provider team.
",bill,other-bug_fix-billing,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/389,App Engine API is required for creating a new project,"242): ```python REQUIRED_APIS = [ ""admin.googleapis.com"", ""appengine.googleapis.com"", ""iam.googleapis.com"", "" cloudbilling googleapis.com"", ""cloudresourcemanager.googleapis.com"", ] ``` We've just started a new project.
",bill,other-false_positive,
https://github.com/terraform-google-modules/terraform-google-project-factory/issues/410,Terraform Destroy fails on disabling project APIs,"terraform-google-modules/project-factory/google"" version = ""~>7.0"" org_id = var.organization_id billing_account var.billing_account folder_id = var.folder_id name = var.project_name project_id = ""${var.product_fla}-${terraform..
",bill,other-false_positive,
